currency,estruct,ecase,geo\time	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 
EUR,SOC,CPL_2CH_100_0,SE	: 	3153.90 	3143.38 	3167.08 	3113.48 	2912.51 	2705.17 	2391.92 	2568.85 	2551.32 	2452.89 	2380.90 	2345.39 	2257.73 	2194.06 	2106.95 	2178.75 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_0,SI	4042.43 	3998.33 	3966.51 	3905.73 	3875.90 	3839.35 	3738.15 	3553.47 	3484.89 	3232.16 	3024.21 	2868.85 	2748.58 	2573.32 	2374.46 	2181.25 	1965.59 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_0,SK	1463.00 	1428.57 	1396.60 	1340.13 	1314.54 	1285.33 	1249.52 	1211.76 	1181.88 	1071.60 	994.01 	850.14 	785.42 	734.21 	689.92 	663.94 	605.76 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_0,TR	: 	1588.89 	1464.13 	1879.47 	1893.80 	1452.39 	1627.42 	1297.40 	1500.82 	1447.36 	1297.26 	1407.52 	1178.27 	1118.30 	1100.38 	1125.06 	1350.51 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_0,UK	: 	4621.94 	4119.98 	3927.20 	4184.85 	3741.67 	3665.04 	3416.40 	3857.21 	4503.26 	4255.72 	4093.39 	3981.92 	3718.28 	3532.91 	3436.25 	3438.67 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_0,US	: 	3513.95 	2883.51 	2791.54 	2109.08 	1899.55 	2636.44 	2433.82 	2202.05 	2306.00 	2399.12 	2314.28 	2259.46 	2440.23 	2833.63 	2904.05 	2744.03 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_100,AT	15966.92 	15858.06 	15461.85 	15146.46 	14701.55 	14334.70 	13905.36 	13662.67 	13455.46 	13083.48 	12691.64 	12287.89 	11867.43 	11660.58 	11183.15 	10935.41 	10737.50 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_100,BE	12904.68 	12880.90 	12873.58 	12807.18 	12725.89 	12399.14 	12082.06 	11749.03 	11369.74 	10836.75 	10579.27 	10301.19 	10027.49 	9727.48 	9641.71 	9299.94 	8885.76 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_100,BG	: 	1426.40 	1310.71 	1283.14 	1184.33 	1117.85 	939.76 	980.02 	868.35 	644.75 	545.56 	491.36 	341.99 	321.52 	309.36 	237.66 	244.34 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_100,CH	: 	10568.18 	9316.03 	8951.40 	9014.30 	7725.08 	6603.64 	6016.75 	5678.41 	5518.76 	5567.89 	5578.84 	5537.30 	5755.56 	6124.43 	5821.77 	6130.82 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_100,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	2814.41 	2685.09 	2589.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_100,CZ	: 	2563.99 	2493.41 	2530.00 	2628.04 	2598.85 	2500.02 	2345.95 	2732.41 	2257.35 	2060.37 	1838.78 	1639.02 	1539.70 	1518.71 	1277.56 	1154.01 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_100,DE	19529.82 	18930.60 	18439.95 	18036.45 	18140.85 	17861.25 	16882.21 	16544.50 	16738.25 	16761.80 	16794.92 	16389.45 	15887.70 	15624.00 	15033.20 	14467.20 	14104.00 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_100,DK	: 	0.00 	2954.61 	2906.18 	2877.60 	11021.67 	10828.58 	10544.46 	10293.72 	9966.18 	9574.88 	9321.77 	9216.79 	9058.37 	8812.87 	8493.57 	8985.90 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_100,EA17	: 	11182.67 	11066.00 	10869.85 	10528.89 	10281.24 	9858.53 	9595.04 	9584.35 	9419.38 	9343.22 	9167.25 	8950.66 	8730.08 	8390.02 	8150.70 	8125.45 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_100,EA18	: 	11130.33 	11006.77 	10810.55 	10478.68 	10232.85 	9810.83 	9545.87 	9527.90 	9361.11 	9281.72 	9107.68 	8892.92 	8673.76 	8336.85 	8100.16 	8074.77 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_100,EA19	: 	11018.61 	11062.05 	10738.80 	10400.17 	10157.75 	9739.14 	9467.72 	9437.94 	9270.51 	9192.08 	9019.47 	8808.59 	8590.51 	8258.39 	8025.98 	7996.80 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_100,EE	436.47 	417.43 	493.52 	469.27 	616.23 	580.61 	543.88 	332.20 	120.53 	107.27 	89.47 	126.08 	114.43 	106.64 	98.43 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_100,EL	6973.92 	6856.65 	7198.40 	7507.57 	8807.04 	9099.10 	9275.90 	9453.70 	9152.64 	9174.91 	9139.20 	8410.37 	8320.90 	7426.18 	6624.19 	5986.54 	5988.45 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_100,ES	3392.21 	3362.36 	3326.23 	3305.39 	3288.57 	3240.45 	3147.81 	3068.85 	2952.99 	2792.64 	2688.31 	2618.27 	2545.76 	2461.86 	2362.30 	2275.75 	2199.52 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_100,EU15	: 	10679.70 	10591.23 	10265.71 	10110.22 	9885.07 	9501.79 	9196.34 	9340.37 	9411.44 	9261.05 	9058.13 	8859.32 	8591.78 	8250.10 	8017.62 	8018.66 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_100,EU25	: 	9624.02 	9502.98 	9226.95 	9064.20 	8873.01 	8533.04 	8218.01 	8382.63 	8456.16 	8293.64 	8093.47 	7756.85 	7856.25 	7542.33 	7314.24 	7289.89 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_100,EU28	: 	9207.87 	9096.42 	8848.70 	8531.70 	8355.26 	8020.08 	7715.15 	7865.47 	7924.30 	7754.27 	7560.37 	7239.52 	7289.94 	7007.73 	6745.71 	6709.10 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_100,FI	7698.39 	7173.49 	6857.07 	6465.24 	6312.94 	5752.63 	5593.74 	4851.35 	4620.36 	4785.37 	4533.42 	4073.12 	3753.88 	3611.55 	3530.00 	3590.31 	3703.50 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_100,FR	10882.14 	10692.06 	10463.04 	10168.26 	9953.58 	9721.68 	9503.62 	9352.17 	9191.47 	8874.16 	8610.77 	8292.15 	8053.38 	7846.38 	7469.03 	7287.41 	7164.16 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_100,HR	: 	4986.96 	4892.80 	4897.21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_100,HU	: 	3786.08 	3606.73 	3632.47 	3517.16 	3287.51 	3100.15 	2955.01 	3158.05 	2916.66 	2157.27 	1979.27 	1820.96 	1534.67 	1466.38 	1227.58 	1042.35 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_100,IE	2847.34 	2773.92 	2734.24 	2700.32 	2177.20 	2052.80 	2056.32 	2015.84 	2075.68 	1966.48 	1866.16 	1788.72 	1708.72 	1595.36 	1478.96 	1399.87 	1386.48 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_100,IS	: 	367.25 	360.58 	360.88 	364.59 	346.70 	324.91 	296.52 	343.93 	162.11 	143.89 	155.31 	131.70 	128.70 	126.25 	110.41 	112.01 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_100,IT	5815.81 	5818.13 	5759.86 	5696.47 	5587.71 	5479.91 	5360.52 	5204.13 	5095.18 	4897.79 	4639.30 	4493.91 	4360.29 	4248.17 	4161.23 	4077.05 	3960.89 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_100,JP	: 	10656.39 	9825.23 	10541.35 	13084.40 	11563.97 	10666.74 	9019.63 	7711.50 	7474.09 	8334.51 	8616.68 	8486.46 	8679.42 	11483.87 	9285.43 	5578.43 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_100,LT	: 	1552.18 	1460.92 	1387.33 	1308.40 	1250.85 	1218.05 	1241.02 	443.87 	379.34 	308.81 	262.93 	238.06 	194.92 	209.00 	196.80 	189.98 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_100,LU	14393.54 	14305.69 	13513.71 	13196.44 	12789.45 	13281.05 	12055.37 	11760.52 	11346.48 	10912.66 	10184.97 	9839.77 	9369.80 	9141.65 	8877.64 	8771.90 	8336.74 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_100,LV	2136.41 	2013.48 	1867.32 	2049.84 	1994.34 	1884.89 	1478.33 	1490.36 	1459.53 	1204.29 	938.01 	764.26 	685.04 	632.65 	634.15 	616.62 	584.37 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_100,MT	: 	3015.79 	2952.00 	3060.71 	2873.57 	2686.43 	2542.07 	2542.07 	2536.38 	1008.35 	985.37 	950.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_100,NL	11643.07 	11427.46 	15436.70 	13133.92 	12315.56 	12417.45 	12251.59 	11889.16 	14096.23 	14053.32 	14875.09 	15719.63 	15791.90 	14814.83 	13373.80 	13198.39 	15340.31 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_100,NO	: 	10115.54 	10647.24 	10474.54 	10658.75 	9754.74 	9145.40 	8078.42 	8364.36 	8190.99 	7710.92 	7372.23 	6824.75 	6889.39 	7146.94 	6335.27 	5737.54 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_100,PL	: 	4202.55 	3609.22 	3519.94 	3314.98 	3335.97 	3223.71 	2873.33 	3422.04 	3586.39 	3331.78 	3046.01 	2596.38 	2592.69 	2802.67 	2883.25 	2434.46 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_100,PT	3854.71 	3805.51 	3815.35 	3883.57 	3748.80 	3565.76 	3639.24 	3434.86 	3427.80 	3420.76 	3413.73 	3089.20 	3013.91 	2936.97 	2930.73 	2539.73 	2402.73 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_100,RO	: 	1575.76 	1555.46 	1928.47 	1859.54 	1966.45 	1838.89 	1649.42 	1691.00 	1639.19 	1262.56 	1071.65 	820.19 	728.10 	816.49 	518.26 	454.40 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_100,SE	: 	6307.80 	6286.75 	6334.16 	6226.95 	5825.03 	5410.34 	4783.83 	5137.70 	5102.65 	4905.77 	4761.80 	4690.77 	4515.46 	4388.12 	4213.89 	4357.50 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_100,SI	8084.87 	7996.66 	7933.02 	7811.47 	7751.80 	7678.71 	7476.31 	7106.94 	6969.77 	6464.32 	6048.43 	5737.70 	5497.16 	5146.63 	4748.92 	4362.50 	3931.19 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_100,SK	2926.00 	2857.14 	2793.19 	2680.27 	2629.08 	2570.66 	2499.04 	2423.52 	2363.76 	2143.20 	1988.02 	1768.85 	1634.17 	1468.42 	1379.84 	1327.87 	1211.52 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_100,TR	: 	3177.79 	2928.26 	3758.93 	3787.61 	2904.78 	3254.84 	2594.79 	3001.65 	2894.71 	2594.53 	2815.04 	2356.55 	2236.60 	2200.77 	2250.13 	2701.04 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_100,UK	: 	9243.88 	8239.96 	7854.40 	8369.70 	7483.35 	7330.08 	6832.81 	7714.42 	9006.52 	8511.43 	8186.78 	7963.84 	7436.55 	7065.82 	6872.50 	6877.34 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_100,US	: 	7027.90 	5767.03 	5583.08 	4218.15 	3799.09 	5272.88 	4867.64 	4404.11 	4612.00 	4798.25 	4628.56 	4518.92 	4880.46 	5667.26 	5808.11 	5488.07 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,AT	10178.35 	10110.89 	9858.27 	9657.18 	9373.52 	9139.62 	8865.88 	8711.14 	8947.88 	8700.52 	8439.94 	8171.44 	7891.84 	7754.29 	7436.79 	7272.04 	7140.44 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,BE	6663.98 	6668.70 	6671.42 	6634.90 	6590.89 	6410.30 	6234.44 	6048.77 	5841.07 	5544.63 	5403.14 	5443.95 	5514.04 	5314.75 	5415.10 	5189.16 	5119.70 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,BG	: 	948.56 	871.62 	853.29 	787.59 	743.37 	624.94 	651.71 	577.45 	428.47 	362.51 	326.72 	227.82 	213.81 	205.73 	158.09 	162.38 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,CH	: 	7027.84 	6195.16 	5967.60 	6009.54 	5150.05 	4402.43 	4011.17 	3785.60 	3679.17 	3711.93 	3719.23 	3691.54 	3837.04 	4082.95 	3881.19 	4077.00 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	1871.58 	1785.58 	1721.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,CZ	: 	1705.06 	1658.12 	1686.67 	1752.03 	1732.57 	1666.68 	1563.97 	1821.61 	1504.90 	1373.58 	1225.85 	1092.68 	1026.47 	1012.47 	851.71 	769.34 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,DE	12987.33 	12588.85 	12262.57 	11994.24 	12063.67 	11877.73 	11226.67 	11002.09 	11130.94 	11146.60 	11168.62 	10898.98 	10565.32 	10389.96 	9997.08 	9620.69 	9379.16 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,DK	: 	0.00 	2954.61 	2906.18 	2877.60 	8281.13 	8135.36 	7915.46 	7723.62 	7486.56 	7208.91 	7029.35 	6947.94 	6824.03 	6641.64 	6403.07 	6718.33 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,EA17	: 	7318.39 	7240.95 	7128.01 	6915.25 	6759.90 	6480.07 	6301.61 	6267.28 	6154.24 	6100.60 	6013.21 	5876.06 	5746.23 	5518.72 	5358.94 	5349.90 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,EA18	: 	7284.35 	7202.34 	7089.25 	6882.37 	6728.17 	6448.78 	6269.40 	6230.48 	6116.28 	6060.52 	5974.18 	5838.19 	5709.19 	5483.78 	5325.74 	5316.55 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,EA19	: 	7211.02 	7217.48 	7041.86 	6830.89 	6678.87 	6401.73 	6218.16 	6171.70 	6057.13 	6002.03 	5916.34 	5782.86 	5654.41 	5432.19 	5276.98 	5265.22 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,EE	290.25 	277.59 	328.19 	312.07 	409.79 	386.10 	361.68 	220.92 	80.16 	71.34 	59.50 	83.85 	76.10 	70.92 	65.45 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,EL	4637.65 	4559.67 	4786.94 	4992.53 	5856.68 	6050.90 	6168.48 	6286.71 	6086.51 	6101.32 	6077.57 	5592.89 	5533.40 	4938.41 	4405.09 	3981.05 	3982.32 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,ES	2255.82 	2235.97 	2211.94 	2198.08 	2186.90 	2154.90 	2093.29 	2040.78 	1963.74 	1857.10 	1787.73 	1741.15 	1692.93 	1637.14 	1570.93 	1513.37 	1462.68 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,EU15	: 	6850.58 	6806.76 	6636.28 	6545.83 	6418.86 	6193.63 	5990.54 	6058.96 	6095.15 	5993.82 	5885.68 	5759.97 	5599.53 	5371.17 	5216.64 	5231.72 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,EU25	: 	6184.44 	6118.21 	5974.23 	5877.31 	5769.41 	5568.50 	5359.31 	5445.62 	5484.63 	5375.08 	5264.43 	5048.35 	5122.35 	4912.60 	4760.95 	4757.80 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,EU28	: 	5919.46 	5858.67 	5731.33 	5533.88 	5434.44 	5233.82 	5032.65 	5111.14 	5141.10 	5026.68 	4918.55 	4712.31 	4753.68 	4565.03 	4391.37 	4379.12 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,FI	4968.89 	4633.42 	4440.00 	4182.94 	4090.96 	3737.96 	3618.78 	3148.89 	3030.15 	3141.25 	2972.37 	2662.20 	2452.85 	2364.81 	2315.93 	2356.77 	2442.65 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,FR	7236.62 	7110.22 	6957.92 	6761.89 	6619.13 	6465.66 	6320.28 	6219.19 	6113.88 	5902.49 	5727.70 	5515.85 	5355.50 	5217.85 	4966.90 	4847.08 	4764.17 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,HR	: 	3316.33 	3253.71 	3256.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,HU	: 	2517.74 	2398.48 	2421.64 	2344.78 	2191.67 	2066.77 	1970.01 	2105.37 	1944.44 	1438.18 	1319.51 	1213.97 	1023.11 	977.58 	818.39 	694.90 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,IE	1423.67 	1386.96 	1367.12 	1350.16 	1088.60 	1026.40 	1028.16 	1007.92 	1037.84 	983.24 	933.08 	894.36 	854.36 	797.68 	739.48 	699.93 	693.24 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,IS	: 	367.25 	360.58 	360.88 	364.59 	346.70 	324.91 	296.52 	343.93 	162.11 	143.89 	155.31 	131.70 	128.70 	126.25 	110.41 	112.01 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,IT	3867.51 	3869.06 	3830.31 	3788.15 	3715.83 	3644.14 	3564.75 	3460.74 	3388.30 	3257.03 	3085.13 	2988.45 	2899.59 	2825.03 	2767.22 	2711.24 	2633.99 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,JP	: 	7086.50 	6533.78 	7027.57 	8722.93 	7709.31 	7111.16 	6013.09 	5141.00 	4982.73 	5556.34 	5744.45 	5657.64 	5786.28 	7655.91 	6190.28 	3709.66 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,LT	: 	1032.20 	971.51 	922.57 	870.09 	831.81 	810.01 	825.28 	295.17 	252.26 	205.36 	174.85 	158.42 	130.04 	139.04 	130.92 	126.38 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,LU	9517.59 	9459.17 	8932.56 	8722.89 	8454.29 	8782.44 	7968.88 	7773.59 	7501.22 	7212.73 	6742.78 	6513.96 	6202.72 	6051.68 	5877.05 	5808.01 	5519.69 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,LV	1420.72 	1338.96 	1241.77 	1363.14 	1326.23 	1253.45 	983.08 	991.09 	970.58 	800.84 	623.77 	508.23 	455.55 	420.71 	421.70 	410.05 	388.61 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,MT	: 	2005.50 	1963.08 	2037.40 	1929.45 	1817.91 	1718.78 	1698.15 	1686.69 	670.55 	655.27 	631.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,NL	6758.30 	7043.61 	9282.10 	8436.92 	8014.15 	8190.78 	8070.84 	7735.51 	8509.65 	8384.57 	8849.93 	9817.35 	9841.83 	9478.76 	8418.77 	8289.26 	9737.83 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,NO	: 	6726.83 	7080.41 	6983.02 	7105.84 	6503.16 	6096.93 	5385.61 	5576.24 	5460.66 	5140.62 	4914.82 	4549.83 	4592.93 	4764.63 	4223.51 	3815.46 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,PL	: 	2794.69 	2400.13 	2346.63 	2209.99 	2223.98 	2149.14 	1915.55 	2281.36 	2390.92 	2221.19 	2030.67 	1730.92 	1728.46 	1868.45 	1922.17 	1622.97 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,PT	2563.38 	2530.67 	2537.21 	2582.57 	2492.95 	2371.23 	2420.09 	2284.18 	2279.49 	2274.80 	2270.13 	2054.32 	2004.25 	1953.09 	1948.94 	1688.92 	1597.82 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,RO	: 	1047.88 	1034.38 	1282.43 	1236.59 	1307.69 	1192.22 	1096.86 	1124.52 	1090.05 	839.57 	712.73 	545.43 	484.18 	542.81 	344.64 	302.18 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,SE	: 	4190.94 	4176.51 	4218.92 	4147.47 	3887.04 	3606.89 	3182.94 	3421.67 	3405.37 	3274.12 	3178.13 	3123.53 	3013.96 	2925.41 	2809.26 	2901.06 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,SI	5376.44 	5317.78 	5275.46 	5194.62 	5154.94 	5106.34 	4971.74 	4726.11 	4634.90 	4298.77 	4022.21 	3815.57 	3655.61 	3422.51 	3158.03 	2901.06 	2614.24 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,SK	1801.67 	1759.27 	1857.47 	1782.38 	1748.34 	1709.49 	1661.86 	1611.64 	1571.90 	1425.23 	1322.04 	1153.32 	1065.51 	976.50 	917.59 	883.03 	805.66 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,TR	: 	2113.23 	1947.30 	2505.96 	2525.07 	1936.52 	2169.89 	1729.86 	2001.10 	1929.81 	1729.68 	1876.69 	1571.03 	1491.07 	1467.18 	1500.08 	1800.69 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,UK	: 	5254.39 	4686.06 	4505.75 	4829.49 	4322.91 	4398.17 	4084.39 	4640.11 	5447.12 	5131.71 	4933.65 	4796.50 	4467.25 	4219.90 	4096.68 	4152.61 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,US	: 	4673.56 	3835.07 	3722.05 	2812.10 	2532.73 	3515.26 	3245.09 	2936.07 	3074.66 	3198.83 	3085.71 	3012.61 	3253.64 	3778.17 	3872.06 	3658.71 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,AT	13332.37 	13241.48 	12910.64 	12647.29 	12275.79 	11969.47 	11610.98 	11408.33 	11235.31 	10924.71 	10597.52 	10260.38 	9909.30 	9736.58 	9337.93 	9131.06 	8965.81 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,BE	10885.53 	10876.21 	10870.10 	10814.66 	10746.78 	10460.39 	10174.43 	9873.03 	9533.72 	9052.13 	8821.25 	8586.79 	8358.38 	8107.97 	8036.84 	7752.14 	7406.45 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,BG	: 	1191.04 	1094.44 	1071.42 	988.92 	933.40 	784.70 	818.31 	725.07 	538.40 	455.57 	410.57 	285.67 	268.47 	258.57 	198.13 	203.87 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,CH	: 	8824.43 	7778.88 	7459.50 	7511.92 	6437.56 	5503.04 	5013.95 	4732.00 	4598.97 	4639.91 	4649.03 	4614.42 	4796.30 	5103.69 	4851.48 	5119.24 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	2350.03 	2242.05 	2161.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,CZ	: 	2140.94 	2081.99 	2108.33 	2190.03 	2165.71 	2083.35 	1954.96 	2277.01 	1881.12 	1716.97 	1532.32 	1365.85 	1283.08 	1265.59 	1064.64 	961.68 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,DE	16307.40 	15807.05 	15397.36 	15060.44 	15147.61 	14914.14 	14096.65 	13814.66 	13976.44 	13996.10 	14023.76 	13685.19 	13266.23 	13046.04 	12552.72 	12080.11 	11776.84 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,DK	: 	0.00 	2954.61 	2906.18 	2877.60 	9651.40 	9481.97 	9229.96 	9008.67 	8726.37 	8391.90 	8175.56 	8082.37 	7941.20 	7727.25 	7448.32 	7852.11 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,EA17	: 	9403.91 	9310.65 	9161.19 	8894.34 	8690.68 	8331.68 	8108.46 	8080.39 	7928.04 	7847.64 	7740.80 	7547.83 	7374.80 	7077.68 	6872.06 	6823.27 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,EA18	: 	9359.78 	9260.73 	9111.10 	8851.81 	8649.66 	8291.28 	8066.82 	8032.72 	7878.95 	7795.94 	7690.45 	7499.09 	7327.18 	7032.79 	6829.41 	6780.69 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,EA19	: 	9275.63 	9268.64 	9050.91 	8785.38 	8586.08 	8230.58 	8000.66 	7956.84 	7802.67 	7720.64 	7615.94 	7427.97 	7256.83 	6966.59 	6766.86 	6715.20 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,EE	364.45 	348.56 	412.09 	391.84 	514.55 	484.81 	454.14 	277.39 	100.65 	89.57 	74.70 	105.28 	95.55 	89.05 	82.19 	0.00 	0.00 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,EL	5823.22 	5725.30 	6010.66 	6268.82 	7353.88 	7597.75 	7745.38 	7893.84 	7642.45 	7661.05 	7631.23 	7022.66 	6947.95 	6200.86 	5531.20 	4998.76 	5000.35 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,ES	2832.49 	2807.57 	2777.40 	2760.00 	2745.95 	2705.77 	2628.42 	2562.49 	2465.75 	2331.85 	2244.74 	2186.26 	2125.71 	2055.65 	1972.52 	1900.25 	1836.60 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,EU15	: 	8900.60 	8808.69 	8581.85 	8469.24 	8291.55 	7981.16 	7725.30 	7826.85 	7869.05 	7730.29 	7595.00 	7420.71 	7208.28 	6912.41 	6713.88 	6695.89 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,EU25	: 	8021.63 	7905.21 	7712.37 	7591.16 	7440.36 	7164.74 	6900.88 	7022.35 	7069.22 	6922.36 	6784.34 	6495.82 	6590.40 	6318.81 	6124.42 	6087.22 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,EU28	: 	7674.94 	7567.33 	7396.11 	7144.92 	7005.80 	6733.56 	6478.16 	6588.85 	6624.52 	6472.19 	6337.28 	6062.49 	6115.17 	5870.80 	5648.29 	5602.23 	: 	: 	: 	: 	: 
